;palabra;segmentacion
5307;domo;['domo']
5308;wentru;['wentru']
5309;amulu;['amu','-lu']
5310;müley;['müle','-y']
5311;ñi;['ñi']
5312;yeael;['ye','-a','-el']
5313;yewün;['yewün']
5314;ti;['ti']
5315;ngapin;['ngapi','-n']
5316;pa;['pa']
5317;los;['los']
5318;novios;['novios']
5319;chem;['chem']
5320;rume;['rume']
5321;yengekefuy;['ye','-nge','-ke','-fu','-y']
5322;cojines;['cojines']
5323;pontro;['pontro']
5324;kümeke;['küme','-ke']
5325;weshakelu;['weshakelu']
5326;fentren;['fentren']
5327;yewün;['yewün']
5328;kom;['kom']
5329;pu;['pu']
5330;che;['che']
5331;kom;['kom']
5332;pu;['pu']
5333;che;['che']
5334;amulu;['amu','-lu']
5335;müley;['müle','-y']
5336;ñi;['ñi']
5337;yeael;['ye','-a','-el']
5338;yewün;['yewün']
5339;mapuche;['mapuche']
5340;mew;['mew']
5341;femkey;['fem','-ke','-y']
5342;che;['che']
5343;lamngen;['lamngen']
5344;ka;['ka']
5345;we;['we']
5346;akulu;['aku','-lu']
5347;chi;['chi']
5348;pichike;['pichi','-ke']
5349;püñeñ;['püñeñ']
5350;ka;['ka']
5351;igual;['igual']
5352;pemengey;['pe','-me','-nge','-y']
5353;re;['re']
5354;amukelay;['amu','-ke','-la','-y']
5355;che;['che']
5356;ñi;['ñi']
5357;chemael;['chem','-a','-el']
5358;yeniekey;['ye','-nie','-ke','-y']
5359;chem;['chem']
5360;yewün;['yewün']
5361;mapuche;['mapuche']
5362;mew;['mew']
5363;feley;['fele','-y']
5364;dungu;['dungu']
5365;lamngen;['lamngen']
5366;fey;['fey']
5367;llemay;['llemay']
5368;weshake;['wesha','-ke']
5369;piwke;['piwke']
5370;nielay;['nie','-la','-y']
5371;kümeke;['küme','-ke']
5372;piwke;['piwke']
5373;kümeke;['küme','-ke']
5374;rakiduam;['rakiduam']
5375;niekefuy;['nie','-ke','-fu','-y']
5376;ngülam;['ngülam']
5377;kimün;['kim','-ün']
5378;rakiduam;['rakiduam']
5379;pu;['pu']
5380;yall;['yall']
5381;pu;['pu']
5382;chaw;['chaw']
5383;ngülamtukefuy;['ngülam','-tu','-ke','-fu','-y']
5384;tañi;['ta','-ñi']
5385;fotüm;['fotüm']
5386;pu;['pu']
5387;fotüm;['fotüm']
5388;pu;['pu']
5389;ñawe;['ñawe']
5390;ñuke;['ñuke']
5391;ka;['ka']
5392;femkelley;['fem','-ke','-lle','-y']
5393;may;['may']
5394;dungukefuy;['dungu','-ke','-fu','-y']
5395;tañi;['ta','-ñi']
5396;püñeñ;['püñeñ']
5397;domo;['domo']
5398;püñeñ;['püñeñ']
5399;wentru;['wentru']
5400;püñeñ;['püñeñ']
5401;tripayael;['tripa','-ya','-el']
5402;chem;['chem']
5403;rume;['rume']
5404;kewatuyawlayaymi;['kewa','-tu','-yaw','-la','-ya','-ymi']
5405;küme;['küme']
5406;miyawaymi;['miyaw','-a','-ymi']
5407;küme;['küme']
5408;che;['che']
5409;ta;['ta']
5410;iñchiñ;['iñchiñ']
5411;küme;['küme']
5412;mongen;['mongen']
5413;ta;['ta']
5414;nieiñ;['nie','-iñ']
5415;pekanka;['pekanka']
5416;wedake;['weda','-ke']
5417;dungu;['dungu']
5418;mew;['mew']
5419;yengelayaymi;['ye','-nge','-la','-ya','-ymi']
5420;kümeke;['küme','-ke']
5421;dungu;['dungu']
5422;mew;['mew']
5423;yetumekey;['ye','-tu','-meke','-y']
5424;che;['che']
5425;falin;['fali','-n']
5426;che;['che']
5427;dungu;['dungu']
5428;mew;['mew']
5429;pikefuy;['pi','-ke','-fu','-y']
5430;ñi;['ñi']
5431;pu;['pu']
5432;ñukentu;['ñukentu']
5433;em;['em']
5434;ka;['ka']
5435;pekankalu;['pekanka','-lu']
5436;müten;['müten']
5437;dungukelafuy;['dungu','-ke','-la','-fu','-y']
5438;ta;['ta']
5439;che;['che']
5440;fey;['fey']
5441;llemay;['llemay']
5442;feymew;['feymew']
5443;lamngen;['lamngen']
5444;femngechi;['femngechi']
5445;fütrake;['fütra','-ke']
5446;kimniefuiñ;['kim','-nie','-fu','-iñ']
5447;iñchiñ;['iñchiñ']
5448;ta;['ta']
5449;ti;['ti']
5450;feymew;['feymew']
5451;ka;['ka']
5452;kiñeke;['kiñe','-ke']
5453;che;['che']
5454;ta;['ta']
5455;yentukuniey;['ye','-n-','tuku','-nie','-y']
5456;tañi;['ta','-ñi']
5457;kimdungun;['kim','-dungu','-n']
5458;ka;['ka']
5459;kiñeke;['kiñe','-ke']
5460;ka;['ka']
5461;ngoymay;['ngoyma','-y']
5462;kiñeke;['kiñe','-ke']
5463;ka;['ka']
5464;welu;['welu']
5465;kuyfi;['kuyfi']
5466;ñi;['ñi']
5467;feleel;['fele','-el']
5468;dungu;['dungu']
5469;ngekelafuy;['nge','-ke','-la','-fu','-y']
5470;kuyfi;['kuyfi']
5471;may;['may']
5472;ngillatukefuy;['ngillatu','-ke','-fu','-y']
5473;che;['che']
5474;epu;['epu']
5475;tripantü;['tripantü']
5476;rupakefuy;['rupa','-ke','-fu','-y']
5477;mülekefuy;['müle','-ke','-fu','-y']
5478;ngillatun;['ngillatu','-n']
5479;ka;['ka']
5480;epu;['epu']
5481;tripantü;['tripantü']
5482;rupakey;['rupa','-ke','-y']
5483;ka;['ka']
5484;mülekefuy;['müle','-ke','-fu','-y']
5485;ngillatun;['ngillatu','-n']
5486;fewla;['fewla']
5487;may;['may']
5488;ngillatuwelay;['ngillatu','-we','-la','-y']
5489;che;['che']
5490;iñchiñ;['iñchiñ']
5491;püle;['püle']
5492;turpu;['turpu']
5493;ngillatuwelay;['ngillatu','-we','-la','-y']
5494;pu;['pu']
5495;evangeliko;['evangeliko']
5496;pewüdkiyawkey;['pewüd','-kiyaw','-ke','-y']
5497;pun;['pun']
5498;welu;['welu']
5499;ta;['ta']
5500;kuyfi;['kuyfi']
5501;kom;['kom']
5502;pu;['pu']
5503;che;['che']
5504;mülelu;['müle','-lu']
5505;lof;['lof']
5506;mew;['mew']
5507;konpuy;['kon','-pu','-y']
5508;ta;['ta']
5509;ngillatun;['ngillatu','-n']
5510;fey;['fey']
5511;llemay;['llemay']
5512;kom;['kom']
5513;konkefuy;['kon','-ke','-fu','-y']
5514;ti;['ti']
5515;ngillatun;['ngillatu','-n']
5516;ka;['ka']
5517;kiñeke;['kiñe','-ke']
5518;antü;['antü']
5519;konkefuy;['kon','-ke','-fu','-y']
5520;sabado;['sabado']
5521;antü;['antü']
5522;ka;['ka']
5523;domingo;['domingo']
5524;tripael;['tripa','-el']
5525;welu;['welu']
5526;fütake;['füta','-ke']
5527;ngillatun;['ngillatu','-n']
5528;kimngillatun;['kim','-ngilla','-tu','-n']
5529;llemay;['llemay']
5530;lamngen;['lamngen']
5531;ta;['ta']
5532;ti;['ti']
5533;pu;['pu']
5534;weupife;['weupi','-fe']
5535;ka;['ka']
5536;dullin;['dulli','-n']
5537;che;['che']
5538;reke;['reke']
5539;mülekefuy;['müle','-ke','-fu','-y']
5540;ta;['ta']
5541;weupife;['weupi','-fe']
5542;chumngechi;['chumngechi']
5543;kimlafuy;['kim','-la','-fu','-y']
5544;rume;['rume']
5545;ta;['ta']
5546;papeltun;['papel','-tu','-n']
5547;pingekey;['pi','-nge','-ke','-y']
5548;wirin;['wiri','-n']
5549;tukun;['tuku','-n']
5550;welu;['welu']
5551;niefuy;['nie','-fu','-y']
5552;fentren;['fentren']
5553;newen;['newen']
5554;fentren;['fentren']
5555;kewün;['kewün']
5556;ñi;['ñi']
5557;dunguael;['dungu','-a','-el']
5558;kümeke;['küme','-ke']
5559;dungu;['dungu']
5560;llemay;['llemay']
5561;rume;['rume']
5562;ta;['ta']
5563;che;['che']
5564;ta;['ta']
5565;allkutukefuy;['allkutu','-ke','-fu','-y']
5566;ka;['ka']
5567;rume;['rume']
5568;ta;['ta']
5569;yentukuniengey;['ye','-n-','tuku','-nie','-nge','-y']
5570;feychi;['fey','-chi']
5571;ngülam;['ngülam']
5572;ka;['ka']
5573;llemay;['llemay']
5574;puwkefuy;['puw','-ke','-fu','-y']
5575;ta;['ta']
5576;piwke;['piwke']
5577;mew;['mew']
5578;puwkefuy;['puw','-ke','-fu','-y']
5579;ta;['ta']
5580;che;['che']
5581;mew;['mew']
5582;puwkefuy;['puw','-ke','-fu','-y']
5583;fey;['fey']
5584;llemay;['llemay']
5585;ka;['ka']
5586;chew;['chew']
5587;rume;['rume']
5588;chumngechi;['chumngechi']
5589;nütramkapeeyu;['nütramka','-pe','-e','-yu']
5590;lamngen;['lamngen']
5591;chayi;['chayi']
5592;chew;['chew']
5593;rume;['rume']
5594;iney;['iney']
5595;rume;['rume']
5596;ngillatufuy;['ngillatu','-fu','-y']
5597;lamngen;['lamngen']
5598;nienon;['nie','-no','-n']
5599;mew;['mew']
5600;machi;['machi']
5601;kiñeke;['kiñe','-ke']
5602;mew;['mew']
5603;nielay;['nie','-la','-y']
5604;machi;['machi']
5605;ngillatualu;['ngillatu','-a','-lu']
5606;fey;['fey']
5607;may;['may']
5608;kom;['kom']
5609;ngillatuiñ;['ngillatu','-iñ']
5610;iñchiñ;['iñchiñ']
5611;kom;['kom']
5612;dungukefuy;['dungu','-ke','-fu','-y']
5613;che;['che']
5614;kom;['kom']
5615;ngillatukefuy;['ngillatu','-ke','-fu','-y']
5616;che;['che']
5617;welu;['welu']
5618;mülen;['müle','-n']
5619;mew;['mew']
5620;machi;['machi']
5621;machi;['machi']
5622;yen;['ye','-n']
5623;tukuniey;['tuku','-nie','-y']
5624;longko;['longko']
5625;reke;['reke']
5626;yen;['ye','-n']
5627;tukuniey;['tuku','-nie','-y']
5628;chi;['chi']
5629;ñi;['ñi']
5630;ngillatun;['ngillatu','-n']
5631;welu;['welu']
5632;kom;['kom']
5633;che;['che']
5634;walloñmalen;['wallo','-ñma','-le','-n']
5635;mew;['mew']
5636;ka;['ka']
5637;femngechi;['femngechi']
5638;dungulerpuy;['dungu','-le','-rpu','-y']
5639;tañi;['ta','-ñi']
5640;ngillatun;['ngillatu','-n']
5641;welu;['welu']
5642;ta;['ta']
5643;kisu;['kisu']
5644;müten;['müten']
5645;ta;['ta']
5646;ngillatukey;['ngillatu','-ke','-y']
5647;ta;['ta']
5648;che;['che']
5649;kisu;['kisu']
5650;llemay;['llemay']
5651;ta;['ta']
5652;chew;['chew']
5653;rume;['rume']
5654;eymi;['eymi']
5655;amulelmi;['amu','-le','-l','-mi']
5656;lamngen;['lamngen']
5657;chem;['chem']
5658;rume;['rume']
5659;amu-le-lmi;['amu','-le','-l','-mi']
5660;faw;['faw']
5661;ngillatuan;['ngillatu','-a','-n']
5662;pilmi;['pi','-l','-mi']
5663;kiñe;['kiñe']
5664;wingkul;['wingkul']
5665;mew;['mew']
5666;kiñe;['kiñe']
5667;trayenko;['trayenko']
5668;mew;['mew']
5669;kiñe;['kiñe']
5670;rüpü;['rüpü']
5671;mew;['mew']
5672;kiñe;['kiñe']
5673;mawidantu;['mawida','-ntu']
5674;mew;['mew']
5675;küpangillatulmi;['küpa','-ngilla','-tu','-l','-mi']
5676;ngillatuaymi;['ngillatu','-a','-ymi']
5677;fey;['fey']
5678;kom;['kom']
5679;che;['che']
5680;femkey;['fem','-ke','-y']
5681;fey;['fey']
5682;llemay;['llemay']
5683;fey;['fey']
5684;ta;['ta']
5685;müna;['müna']
5686;mañumeyu;['mañum','-e','-yu']
5687;tami;['ta','-mi']
5688;dungu;['dungu']
5689;müna;['müna']
5690;mañumeyu;['mañum','-e','-yu']
5691;tami;['ta','-mi']
5692;nütram;['nütram']
5693;peñi;['peñi']
5694;ka;['ka']
5695;fey;['fey']
5696;ta;['ta']
5697;müna;['müna']
5698;kümey;['küme','-y']
5699;tami;['ta','-mi']
5700;entun;['entu','-n']
5701;iñche;['iñche']
5702;küpa;['küpa']
5703;chillkatun;['chillkatu','-n']
5704;tüfachi;['tüfa','-chi']
5705;dungu;['dungu']
5706;ñi;['ñi']
5707;dewmayael;['dewma','-ya','-el']
5708;tañi;['ta','-ñi']
5709;küdaw;['küdaw']
5710;argentina;['argentina']
5711;mapu;['mapu']
5712;mew;['mew']
5713;ka;['ka']
5714;ñi;['ñi']
5715;doy;['doy']
5716;küme;['küme']
5717;kimael;['kim','-a','-el']
5718;ta;['ta']
5719;mapudungun;['mapudungun']
5720;ñi;['ñi']
5721;doy;['doy']
5722;küme;['küme']
5723;kimelael;['kimel','-a','-el']
5724;ta;['ta']
5725;mapudungun;['mapudungun']
5726;ka;['ka']
5727;feymew;['feymew']
5728;mañumeyu;['mañum','-e','-yu']
5729;kom;['kom']
5730;tami;['ta','-mi']
5731;kimün;['kim','-ün']
5732;tañi;['ta','-ñi']
5733;eluel;['elu','-el']
5734;fey;['fey']
5735;pewmangen;['pewmangen']
5736;mew;['mew']
5737;kom;['kom']
5738;pu;['pu']
5739;che;['che']
5740;mülelu;['müle','-lu']
5741;tüfachi;['tüfa','-chi']
5742;waria;['waria']
5743;mew;['mew']
5744;kiñewün;['kiñewün']
5745;reke;['reke']
5746;küdawliñ;['küdaw','-l','-iñ']
5747;ñi;['ñi']
5748;witrampura-yael;['witra','-m-','pura','-ya','-el']
5749;chi;['chi']
5750;mapuchedungun;['mapuche','-dungu','-n']
5751;ñi;['ñi']
5752;entuael;['entu','-a','-el']
5753;chi;['chi']
5754;mapuchedungun;['mapuche','-dungu','-n']
5755;tüfachi;['tüfa','-chi']
5756;waria;['waria']
5757;mew;['mew']
5758;pewmangenmew;['pewmangen','-mew']
5759;fey;['fey']
5760;ta;['ta']
5761;feley;['fele','-y']
5762;ta;['ta']
5763;ti;['ti']
5764;eymi;['eymi']
5765;amuymi;['amu','-ymi']
5766;ñi;['ñi']
5767;chillkatuael;['chillkatu','-a','-el']
5768;ka;['ka']
5769;pais;['pais']
5770;mew;['mew']
5771;amurkeymi;['amu','-rke','-ymi']
5772;mi;['mi']
5773;chillkatuael;['chillkatu','-a','-el']
5774;ka;['ka']
5775;pais;['pais']
5776;mew;['mew']
5777;chem;['chem']
5778;kimpuymi;['kim','-pu','-ymi']
5779;ka;['ka']
5780;mapu;['mapu']
5781;mew;['mew']
5782;chem;['chem']
5783;kimpuymi;['kim','-pu','-ymi']
5784;ka;['ka']
5785;mapu;['mapu']
5786;mew;['mew']
5787;chem;['chem']
5788;mew;['mew']
5789;puwimi;['puw','-imi']
5790;eymi;['eymi']
5791;Iñche;['iñche']
5792;chumkanorume;['chumkanorume']
5793;rakiduamkelafun;['rakiduam','-ke','-la','-fu','-n']
5794;rupakelafuy;['rupa','-ke','-la','-fu','-y']
5795;tañi;['ta','-ñi']
5796;longko;['longko']
5797;mew;['mew']
5798;tañi;['ta','-ñi']
5799;rakiduam;['rakiduam']
5800;mew;['mew']
5801;kiñe;['kiñe']
5802;antü;['antü']
5803;tañi;['ta','-ñi']
5804;müpüael;['müpü','-a','-el']
5805;tüfachi;['tüfa','-chi']
5806;pañilwe;['pañilwe']
5807;üñüm;['üñüm']
5808;mew;['mew']
5809;ellapichiwentrungelu;['ella','-pichi','-wentru','-nge','-lu']
5810;iñche;['iñche']
5811;rupakefuy;['rupa','-ke','-fu','-y']
5812;wenu;['wenu']
5813;feychi;['fey','-chi']
5814;aeroplano;['aeroplano']
5815;pikefuy;['pi','-ke','-fu','-y']
5816;ta;['ta']
5817;ti;['ti']
5818;kuse;['kuse']
5819;chuchu;['chuchu']
5820;yem;['yem']
5821;chumngechi;['chumngechi']
5822;müpükey;['müpü','-ke','-y']
5823;chi;['chi']
5824;che;['che']
5825;feychi;['fey','-chi']
5826;pañilwe;['pañilwe']
5827;üñüm;['üñüm']
5828;mew;['mew']
5829;pikefuy;['pi','-ke','-fu','-y']
5830;ñi;['ñi']
5831;rakiduam;['rakiduam']
5832;pichiwentrungelu;['pichi','-wentru','-nge','-lu']
5833;iñche;['iñche']
5834;kuydaufisayawlu;['kuyda','-ufisa','-yaw','-lu']
5835;iñche;['iñche']
5836;lelfün;['lelfün']
5837;mew;['mew']
5838;kiñeke;['kiñe','-ke']
5839;rupakefuy;['rupa','-ke','-fu','-y']
5840;ka;['ka']
5841;kiñeke;['kiñe','-ke']
5842;kulen;['kulen']
5843;reke;['reke']
5844;elkunukefuy;['el','-kunu','-ke','-fu','-y']
5845;ñi;['ñi']
5846;pitrun;['pitrun']
5847;müna;['müna']
5848;amatukefun;['amatu','-ke','-fu','-n']
5849;feychi;['fey','-chi']
5850;dungu;['dungu']
5851;purakintuniekefun;['pura','-kintu','-nie','-ke','-fu','-n']
5852;chumngechi;['chumngechi']
5853;tañi;['ta','-ñi']
5854;rupan;['rupa','-n']
5855;engün;['engün']
5856;müna;['müna']
5857;amatukefuin;['amatu','-ke','-fu','-(f)i','-n']
5858;iñche;['iñche']
5859;mülelu;['müle','-lu']
5860;lelfün;['lelfün']
5861;mew;['mew']
5862;Welu;['welu']
5863;pekefun;['pe','-ke','-fu','-n']
5864;rupan;['rupa','-n']
5865;müten;['müten']
5866;fütra;['fütra']
5867;kamapu;['kamapu']
5868;ñi;['ñi']
5869;chumngen;['chum','-nge','-n']
5870;chumngen;['chum','-nge','-n']
5871;inaful;['inaful']
5872;pekelafuin;['pe','-ke','-la','-fu','-(f)i','-n']
5873;pekelafufin;['pe','-ke','-la','-fu','-(f)i','-n']
5874;feymew;['feymew']
5875;feymew;['feymew']
5876;iñche;['iñche']
5877;ka;['ka']
5878;ellapichiwentrungelu;['ella','-pichi','-wentru','-nge','-lu']
5879;iñche;['iñche']
5880;feychi;['fey','-chi']
5881;;['73']
5882;mew;['mew']
5883;ruparumey;['rupa','-rume','-y']
5884;kuntawküley;['kuntaw','-küle','-y']
5885;chi;['chi']
5886;pu;['pu']
5887;avion;['avion']
5888;pütrün;['pütrün']
5889;üñüm;['üñüm']
5890;pañilwe;['pañilwe']
5891;üñüm;['üñüm']
5892;rupay;['rupa','-y']
5893;wenu;['wenu']
5894;feymew;['feymew']
5895;llikan;['llika','-n']
5896;iñche;['iñche']
5897;lefkülen;['lef','-küle','-n']
5898;konün;['kon','-ün']
5899;mawida;['mawida']
5900;mew;['mew']
5901;chumkanorume;['chumkanorume']
5902;pekelafun;['pe','-ke','-la','-fu','-n']
5903;feychi;['fey','-chi']
5904;dungu;['dungu']
5905;feychi;['fey','-chi']
5906;femngechi;['femngechi']
5907;yawael;['yaw','-a','-el']
5908;chi;['chi']
5909;pu;['pu']
5910;pañilwe;['pañilwe']
5911;üñüm;['üñüm']
5912;fey;['fey']
5913;ella;['ella']
5914;pichi;['pichi']
5915;wenu;['wenu']
5916;müten;['müten']
5917;rupay;['rupa','-y']
5918;feychi;['fey','-chi']
5919;tañi;['ta','-ñi']
5920;ufisa;['ufisa']
5921;tañi;['ta','-ñi']
5922;sanchu;['sanchu']
5923;tañi;['ta','-ñi']
5924;kulliñ;['kulliñ']
5925;ka;['ka']
5926;lefkülen;['lef','-küle','-n']
5927;koni;['kon','-i']
5928;mawida;['mawida']
5929;mew;['mew']
5930;pefilu;['pe','-fi','-lu']
5931;iñche;['iñche']
5932;ñi;['ñi']
5933;lefkülen;['lef','-küle','-n']
5934;konün;['kon','-ün']
5935;mawida;['mawida']
5936;mew;['mew']
5937;tañi;['ta','-ñi']
5938;pu;['pu']
5939;kulliñ;['kulliñ']
5940;iñche;['iñche']
5941;ta;['ta']
5942;ka;['ka']
5943;lefkülen;['lef','-küle','-n']
5944;konün;['kon','-ün']
5945;kisuletulan;['kisu','-le','-tu','-la','-n']
5946;iñche;['iñche']
5947;feychi;['fey','-chi']
5948;mülerkey;['müle','-rke','-y']
5949;kimlan;['kim','-la','-n']
5950;kimlaiñ;['kim','-la','-iñ']
5951;iñchiñ;['iñchiñ']
5952;chumngelu;['chumngelu']
5953;ñi;['ñi']
5954;femün;['fem','-ün']
5955;chumngelu;['chumngelu']
5956;tañi;['ta','-ñi']
5957;rupan;['rupa','-n']
5958;fentren;['fentren']
5959;avion;['avion']
5960;mülerkey;['müle','-rke','-y']
5961;awkan;['awka','-n']
5962;pu;['pu']
5963;wingka;['wingka']
5964;ütrüwrkeyngün;['ütrü','-w','-ürke','-y','-ngün']
5965;kewawingün;['kewa','-w','-i','-ngün']
5966;tüfamew;['tüfa','-mew']
5967;muntuñmawi;['muntu','-ñma','-w','-i']
5968;tañi;['ta','-ñi']
5969;ülmenwen;['ülmen','-wen']
5970;engün;['engün']
5971;pingey;['pi','-nge','-y']
5972;despues;['despues']
5973;wula;['wula']
5974;kimün;['kim','-ün']
5975;iñche;['iñche']
5976;ka;['ka']
5977;rupalu;['rupa','-lu']
5978;ka;['ka']
5979;rupalu;['rupa','-lu']
5980;alün;['alün']
5981;antü;['antü']
5982;wula;['wula']
5983;nentungey;['nentu','-nge','-y']
5984;ta;['ta']
5985;muntuñmangey;['muntu','-ñma','-nge','-y']
5986;tañi;['ta','-ñi']
5987;ülmenwün;['ülmen','-w','-ün']
5988;ta;['ta']
5989;chi;['chi']
5990;kiñe;['kiñe']
5991;kiñe;['kiñe']
5992;longkolelu;['longko','-le','-lu']
5993;kiñe;['kiñe']
5994;presidente;['presidente']
5995;Allende;['Allende']
5996;pingelu;['pi','-nge','-lu']
5997;feymew;['feymew']
5998;Pinochet;['Pinochet']
5999;pingerkey;['pi','-nge','-rke','-y']
6000;chi;['chi']
6001;kangelu;['ka','-nge','-lu']
6002;ta;['ta']
6003;muntuñmarkefiy;['muntu','-ñma','-rke','-fi','-y']
6004;tañi;['ta','-ñi']
6005;ülmenwün;['ülmen','-w','-ün']
6006;tañi;['ta','-ñi']
6007;longkoleael;['longko','-le','-a','-el']
6008;tüfachi;['tüfa','-chi']
6009;pais;['pais']
6010;mew;['mew']
6011;feymew;['feymew']
6012;ruparkey;['rupa','-rke','-y']
6013;ta;['ta']
6014;ti;['ti']
6015;fentren;['fentren']
6016;pañilwe;['pañilwe']
6017;üñüm;['üñüm']
6018;fillke;['fill','-ke']
6019;püle;['püle']
6020;pütrün;['pütrün']
6021;langümwün;['langüm','-w','-ün']
6022;mülerkey;['müle','-rke','-y']
6023;üñüm;['üñüm']
6024;reke;['reke']
6025;langümngerkey;['langüm','-nge','-rke','-y']
6026;ta;['ta']
6027;che;['che']
6028;müna;['müna']
6029;llikay;['llika','-y']
6030;tañi;['ta','-ñi']
6031;pu;['pu']
6032;che;['che']
6033;feymew;['feymew']
6034;iñchiñ;['iñchiñ']
6035;ta;['ta']
6036;kiñe;['kiñe']
6037;che;['che']
6038;feypipay;['fey','-pi','-pa','-y']
6039;elkawkülemün;['elkaw','-küle','-mün']
6040;tripakülmün;['tripa','-kül','-mün']
6041;müte;['müte']
6042;wekun;['wekun']
6043;tralkatungefun;['tralkatu','-nge','-fu','-n']
6044;wenu;['wenu']
6045;miyawi;['miyaw','-i']
6046;engün;['engün']
6047;ta;['ta']
6048;ti;['ti']
6049;chem;['chem']
6050;lokoleyngün;['loko','-le','-y','-ngün']
6051;ta;['ta']
6052;ti;['ti']
6053;pu;['pu']
6054;wingka;['wingka']
6055;piy;['pi','-y']
6056;feymew;['feymew']
6057;neyfükünumekey;['neyfü','-künu','-meke','-y']
6058;kulliñ;['kulliñ']
6059;müten;['müten']
6060;iñchiñ;['iñchiñ']
6061;tripalaiñ;['tripa','-la','-iñ']
6062;lelfün;['lelfün']
6063;mew;['mew']
6064;tañi;['ta','-ñi']
6065;wakakamañael;['waka','-kamañ','-a','-el']
6066;ufisakamañael;['ufisa','-kamañ','-a','-el']
6067;feychi;['fey','-chi']
6068;akulu;['aku','-lu']
6069;tüfachi;['tüfa','-chi']
6070;waria;['waria']
6071;mew;['mew']
6072;iñche;['iñche']
6073;kimelpalu;['kimel','-pa','-lu']
6074;tüfa;['tüfa']
6075;mapudungun;['mapudungun']
6076;tañi;['ta','-ñi']
6077;pu;['pu']
6078;wenüy;['wenüy']
6079;tañi;['ta','-ñi']
6080;kellunietew;['kellu','-nie','-t','-ew']
6081;fey;['fey']
6082;ta;['ta']
6083;kelluenew;['kellu','-e','-n','-ew']
6084;engün;['engün']
6085;tañi;['ta','-ñi']
6086;chillkatumeael;['chillkatu','-me','-a','-el']
6087;ka;['ka']
6088;pais;['pais']
6089;feymew;['feymew']
6090;rakiduamün;['rakiduam','-ün']
6091;chem;['chem']
6092;mew;['mew']
6093;chi;['chi']
6094;amuan;['amu','-a','-n']
6095;pichi;['pichi']
6096;yeweniefin;['ye','-we','-nie','-fi','-n']
6097;tañi;['ta','-ñi']
6098;feypiafuel;['fey','-pi','-a','-fu','-el']
6099;engün;['engün']
6100;ka;['ka']
6101;ramtukayafuel;['ramtu','-ka','-ya','-fu','-el']
6102;feymew;['feymew']
6103;amupelayan;['amu','-pe','-la','-ya','-n']
6104;mikro;['mikro']
6105;mew;['mew']
6106;bus;['bus']
6107;mew;['mew']
6108;may;['may']
6109;amuan;['amu','-a','-n']
6110;tunten;['tunten']
6111;antü;['antü']
6112;chi;['chi']
6113;lafken;['lafken']
6114;mew;['mew']
6115;chi;['chi']
6116;amuan;['amu','-a','-n']
6117;chumngechi;['chumngechi']
6118;chi;['chi']
6119;amuan;['amu','-a','-n']
6120;pin;['pi','-n']
6121;tañi;['ta','-ñi']
6122;rakiduam;['rakiduam']
6123;feymew;['feymew']
6124;tañi;['ta','-ñi']
6125;wenüy;['wenüy']
6126;Felipe;['Felipe']
6127;Andrea;['Andrea']
6128;rume;['rume']
6129;kelluenew;['kellu','-e','-n','-ew']
6130;tüfachi;['tüfa','-chi']
6131;dungu;['dungu']
6132;mew;['mew']
6133;fey;['fey']
6134;ta;['ta']
6135;feypirumeenew;['fey','-pi','-rume','-e','-n','-ew']
6136;amuaymi;['amu','-a','-ymi']
6137;ta;['ta']
6138;avion;['avion']
6139;peñi;['peñi']
6140;feychi;['fey','-chi']
6141;pañilwe;['pañilwe']
6142;üñüm;['üñüm']
6143;ta;['ta']
6144;yeaeymew;['ye','-a','-e','-ym','-ew']
6145;llikakülnge;['llika','-kül','-nge']
6146;chumkelay;['chum','-ke','-la','-y']
6147;ta;['ta']
6148;che;['che']
6149;pienew;['pi','-e','-n','-ew']
6150;feymew;['feymew']
6151;welu;['welu']
6152;piwke;['piwke']
6153;mew;['mew']
6154;pichi;['pichi']
6155;llikalen;['llika','-le','-n']
6156;fey;['fey']
6157;puwün;['puw','-ün']
6158;elmeenew;['el','-me','-e','-n','-ew']
6159;Andrea;['Andrea']
6160;elmeenew;['el','-me','-e','-n','-ew']
6161;ta;['ta']
6162;feychi;['fey','-chi']
6163;estacion;['estacion']
6164;mew;['mew']
6165;aeropuerto;['aeropuerto']
6166;pingey;['pi','-nge','-y']
6167;ta;['ta']
6168;wingkadungun;['wingkadungu','-n']
6169;mew;['mew']
6170;chew;['chew']
6171;ñi;['ñi']
6172;akuken;['aku','-ke','-n']
6173;ta;['ta']
6174;pu;['pu']
6175;avion;['avion']
6176;chew;['chew']
6177;ta;['ta']
6178;tripaken;['tripa','-ke','-n']
6179;ta;['ta']
6180;pu;['pu']
6181;üñüm;['üñüm']
6182;pañilwe;['pañilwe']
6183;küla;['küla']
6184;hora;['hora']
6185;petu;['petu']
6186;ñi;['ñi']
6187;tripanon;['tripa','-no','-n']
6188;mülepuaymi;['müle','-pu','-a','-ymi']
6189;pingen;['pi','-nge','-n']
6190;Fotr;['Fotr']
6191;chumngelu;['chumngelu']
6192;am;['am']
6193;pin;['pi','-n']
6194;feymew;['feymew']
6195;wulpun;['wul','-pu','-n']
6196;tañi;['ta','-ñi']
6197;üy;['üy']
6198;kelluenew;['kellu','-e','-n','-ew']
6199;tañi;['ta','-ñi']
6200;lamngen;['lamngen']
6201;malukangen;['malu','-ka','-nge','-n']
6202;ka;['ka']
6203;kiñe;['kiñe']
6204;wingka;['wingka']
